timestamp,open,high,low,close,volume
2023-01-01 00:00:00,20004.690740098788,20018.623303086486,19996.787730226763,20005.41620496471,247.15342958355305
2023-01-01 00:30:00,20002.98322849366,20015.64181802289,19988.082290958566,20002.91682636765,874.2945378066692
2023-01-01 01:00:00,20009.644160397474,20014.38912403225,19999.06977254065,20010.44339225358,856.5597082633072
2023-01-01 01:30:00,20025.77002622295,20042.973778639483,20009.04626426366,20023.071017796694,1079.5890954188064
2023-01-01 02:00:00,20022.253614828976,20032.16340101768,20021.24256889168,20022.236996822332,775.95768078062
2023-01-01 02:30:00,20020.108040580453,20023.149843612595,20011.33982607892,20020.537547439937,196.35188974451194
2023-01-01 03:00:00,20036.096594744406,20040.660219063666,20033.38969545623,20036.06631934057,479.3757001712195
2023-01-01 03:30:00,20044.99284535637,20054.87226585597,20028.268144902537,20042.325840745365,193.5771635799174
2023-01-01 04:00:00,20037.721670921706,20046.148991063128,20036.327083026637,20039.43768315253,637.3262445566527
2023-01-01 04:30:00,20044.814985898684,20061.830549901766,20044.64490375969,20044.37032058515,329.7803037183733
2023-01-01 05:00:00,20039.81480525858,20050.066642389796,20021.581459442717,20039.349909290224,157.78118649967556
2023-01-01 05:30:00,20036.122503941835,20053.820532714737,20025.822670382255,20036.17264732313,601.3731937957242
2023-01-01 06:00:00,20037.820078655925,20039.970789040475,20018.23044166319,20035.249854417554,507.15750945164564
2023-01-01 06:30:00,20017.883575481577,20032.17331963503,20009.741512287914,20018.03099714757,215.50013349214228
2023-01-01 07:00:00,20003.70157516698,20019.267975697054,19989.736425916388,20002.77160277957,996.9561804770099
2023-01-01 07:30:00,19997.47409944769,20001.788012868736,19981.045897440043,19994.943002651864,498.0194502143105
2023-01-01 08:00:00,19986.04690341626,19988.514844080553,19980.18512538874,19985.018541471465,774.6746927618312
2023-01-01 08:30:00,19989.53567411339,19998.076460239765,19986.286437502964,19989.79973687443,127.04910199114785
2023-01-01 09:00:00,19979.11834528454,19999.090009251537,19966.640734463967,19979.850587306966,209.3604045655622
2023-01-01 09:30:00,19965.949111819184,19978.409526221698,19955.526551513827,19966.018799936122,861.8130836620551
2023-01-01 10:00:00,19983.052137036204,19993.276314821454,19963.860752096323,19980.68083461375,355.2298993858144
2023-01-01 10:30:00,19979.378968254387,19991.569037486595,19977.237636545255,19979.317491049864,750.6230921640195
2023-01-01 11:00:00,19977.758271263458,19979.60952195474,19967.918892300815,19978.94204694613,954.4842654515402
2023-01-01 11:30:00,19964.9712574085,19973.479808607215,19960.851694687863,19964.959250751752,950.7463856700317
2023-01-01 12:00:00,19959.20472755879,19960.67442554431,19946.776636441504,19960.18247308718,802.6720723388893
2023-01-01 12:30:00,19960.7528368324,19966.549387820014,19945.02341582333,19961.61439387089,831.7487236264726
2023-01-01 13:00:00,19950.504244596068,19965.15425594509,19943.46207161984,19949.09394792185,175.5429479968459
2023-01-01 13:30:00,19951.569613484873,19965.60465463635,19942.84348204198,19951.350436391433,863.0467970435473
2023-01-01 14:00:00,19946.270975507916,19966.384322717327,19938.068785417436,19948.03666279585,233.61621633381148
2023-01-01 14:30:00,19942.432259151217,19946.999019732142,19928.458515072467,19942.884790408818,812.5087269644239
2023-01-01 15:00:00,19937.753692923437,19945.479949846103,19925.54150939833,19938.759824645265,690.0580669031855
2023-01-01 15:30:00,19956.16940639889,19972.254451293946,19953.64749898237,19955.290631459033,197.36147154539833
2023-01-01 16:00:00,19958.009797395676,19960.240506767972,19936.39171249113,19958.03985924515,584.3919586597947
2023-01-01 16:30:00,19944.498316836114,19948.424002357126,19927.102815245922,19945.84441838286,849.9884973406464
2023-01-01 17:00:00,19954.48104779567,19962.127265691455,19942.000614291483,19954.851494015373,495.6991379944198
2023-01-01 17:30:00,19938.74554868269,19949.041107855017,19925.817039839636,19940.99485483053,1024.5763791193144
2023-01-01 18:00:00,19945.388153538013,19963.059332819983,19943.055804196927,19943.554065661527,755.0734355699153
2023-01-01 18:30:00,19923.8874230081,19932.98354334365,19919.828676280053,19924.883798574298,243.2858087292028
2023-01-01 19:00:00,19910.71594267355,19927.79557913619,19895.2193917077,19912.25628120401,286.7784469492342
2023-01-01 19:30:00,19912.322508754147,19930.3045750175,19910.421504360365,19912.183929970884,383.70291574555205
2023-01-01 20:00:00,19920.403470678815,19923.08736471467,19919.075396891305,19920.184466940056,952.2750642227877
2023-01-01 20:30:00,19921.048955227714,19935.949709269647,19909.329294942523,19920.70215538029,903.7910943299293
2023-01-01 21:00:00,19920.631014861043,19926.039273205024,19919.802294535133,19921.42885749006,750.6648614980979
2023-01-01 21:30:00,19918.824658098085,19919.370872830154,19913.813816655205,19917.687613045826,832.4301521108788
2023-01-01 22:00:00,19902.30082845997,19920.18497178326,19901.091235172473,19902.827616139457,924.4001536182373
2023-01-01 22:30:00,19895.189131701733,19901.34109229655,19884.806999846118,19893.639368662076,817.1415362655006
2023-01-01 23:00:00,19890.605137443912,19897.7933571715,19877.347358892337,19891.569289389066,567.2512954584363
2023-01-01 23:30:00,19902.415233053256,19907.93704676026,19897.79108214377,19900.775661847314,415.8254348621256
2023-01-02 00:00:00,19904.741655266993,19908.899357384627,19895.51829649237,19903.741586989046,974.1150355142345
2023-01-02 00:30:00,19886.817679444062,19895.9531150125,19886.85962590482,19887.184180700144,691.5330262125614
2023-01-02 01:00:00,19890.683284946994,19899.069743481927,19885.21067980807,19891.016987229817,486.6570135380961
2023-01-02 01:30:00,19887.71617627629,19894.82809677594,19883.060977226913,19886.051427368326,495.5384434177186
2023-01-02 02:00:00,19878.58013597128,19898.209799201788,19876.564557080343,19879.83863920295,526.6824332368501
2023-01-02 02:30:00,19886.748463117074,19892.79563972098,19881.500207525914,19885.120902605813,365.9747047418394
2023-01-02 03:00:00,19896.663396912878,19896.91818053891,19880.203721066053,19896.594350237803,327.528032511325
2023-01-02 03:30:00,19906.020072230636,19909.192143688,19886.628391682218,19905.463832628804,662.1217119499438
2023-01-02 04:00:00,19897.25005447774,19911.66116986243,19883.110182432858,19896.60477629048,129.98242902562876
2023-01-02 04:30:00,19894.17056394457,19905.95627669874,19892.69399452561,19893.636542684457,150.9974344475924
2023-01-02 05:00:00,19898.15570559139,19916.48643496131,19884.888462641804,19899.39925589347,966.4002663963583
2023-01-02 05:30:00,19905.657614666743,19921.095892301524,19892.524883441278,19906.653239619,319.28264946453345
2023-01-02 06:00:00,19901.607176823985,19906.30028124723,19900.19294130425,19903.461219962104,133.9123039791308
2023-01-02 06:30:00,19898.870605517342,19902.971742385158,19894.672402544475,19901.919816043614,1091.3396740564124
2023-01-02 07:00:00,19891.30734005824,19899.91070377884,19880.927881836084,19890.21504192474,305.786777982487
2023-01-02 07:30:00,19878.79282576358,19890.838696754596,19871.318962232457,19877.8166977755,578.2805535909051
2023-01-02 08:00:00,19883.48674285658,19888.97143501506,19875.29233244251,19884.790097939265,948.3319159037508
2023-01-02 08:30:00,19899.583101424912,19911.254960749055,19896.602696551483,19898.76642390526,818.2409618363815
2023-01-02 09:00:00,19898.281690745676,19915.801573004188,19889.606011261487,19899.00576760729,441.8472941772892
2023-01-02 09:30:00,19909.130716568692,19923.087706866376,19893.870723458862,19906.724194837105,252.46313326950488
2023-01-02 10:00:00,19912.487219532155,19925.436510172625,19902.9340236957,19912.891834674032,706.6153067061955
2023-01-02 10:30:00,19905.55923554216,19921.48811209914,19901.492792815458,19906.797532591645,550.3381187534121
2023-01-02 11:00:00,19909.254060804953,19911.3971012451,19893.273196283182,19910.333300971048,149.6636564874664
2023-01-02 11:30:00,19925.7135001243,19928.77244184491,19916.807901039054,19924.87048403166,551.5723091902485
2023-01-02 12:00:00,19923.742619443656,19925.099542278098,19915.835704325968,19923.643224661693,250.08655454745502
2023-01-02 12:30:00,19939.599741659295,19942.88354780426,19932.83151850595,19940.605344646032,677.8838267533331
2023-01-02 13:00:00,19914.433742376394,19932.050184708216,19907.991905172985,19912.882257288442,1094.2863085026393
